3.921593718308467105e-08 -1.083194629892056039e-09 -1.281511361705583105e-10 3.913912925186923414e-11 -3.498664999798677665e-11 -4.345220392908691283e-10 4.164068126089925664e-11 -9.941385731214411918e-12 -9.237067419924170302e-11 -6.613839536356066318e-12 1.430456599919627143e-10 2.746109618061372100e-11
-1.083194629892128624e-09 1.498870930025130580e-07 5.207036717324552252e-10 -2.163584304421205102e-11 -1.124996421805537394e-10 1.264177725368489701e-09 1.744534173965363017e-10 2.706454442373043633e-11 1.615589192942082255e-10 3.346988946353243022e-11 -2.177242931948774082e-10 1.219227230330828873e-10
-1.281511361706115861e-10 5.207036717330245322e-10 3.151458019882219058e-09 -1.412827693479370405e-11 1.005490084802443459e-11 -3.479112033334447834e-11 -3.621213944769976835e-11 2.179550602859044653e-12 8.215774707318539162e-12 -1.927653854018180854e-12 1.622357287682475937e-12 -5.104670964525386513e-12
3.913912925172025116e-11 -2.163584304424593634e-11 -1.412827693479074429e-11 9.027299131115228831e-11 -3.629319771693742128e-12 3.340740575436728835e-11 -1.190667128361145840e-11 -5.303809355383697973e-13 1.298446132011563192e-11 8.406970952518850203e-13 1.033158558609116388e-11 -1.752887391010392883e-12
-3.498664999790124747e-11 -1.124996421805636139e-10 1.005490084797056445e-11 -3.629319771692543362e-12 8.255952575828080591e-10 -2.297190528371173828e-10 -4.191406575183048296e-11 -1.663970150622313979e-12 1.743942925996351499e-11 -5.369133459259668729e-12 6.135575603209730861e-12 -6.435319346893525750e-12
-4.345220392912639519e-10 1.264177725368844354e-09 -3.479112033312006682e-11 3.340740575419663065e-11 -2.297190528367171308e-10 4.475860698021899583e-08 2.663445391512862136e-10 3.378096261809833554e-11 2.451309774713543442e-10 3.166753850416891569e-11 -1.765535243540605658e-10 -8.133228194858913600e-12
4.164068126170978378e-11 1.744534173970858081e-10 -3.621213944771079312e-11 -1.190667128360160332e-11 -4.191406575180599066e-11 2.663445391508656440e-10 3.583412188016343726e-09 6.927322053461044027e-12 -1.768503250532051509e-10 -4.651300765551015116e-12 -1.635136100649357873e-10 -3.727905330528716950e-11
-9.941385731270277306e-12 2.706454442377344649e-11 2.179550602813124013e-12 -5.303809355378946127e-13 -1.663970150621590600e-12 3.378096261792861488e-11 6.927322053439813597e-12 7.161667933754826098e-11 -5.467635472408141963e-12 -4.589396089559914567e-13 -1.070384889827867556e-11 -3.830667069535901955e-12
-9.237067419857132483e-11 1.615589192938173052e-10 8.215774707374091126e-12 1.298446132004412280e-11 1.743942925996268781e-11 2.451309774719193603e-10 -1.768503250524844957e-10 -5.467635472436228946e-12 1.187210141642158451e-07 8.892818098325145396e-11 3.438549847004208077e-10 4.482473470727829273e-10
-6.613839536442519616e-12 3.346988946350068070e-11 -1.927653854012599001e-12 8.406970952527085658e-13 -5.369133459259428814e-12 3.166753850398197934e-11 -4.651300765516252527e-12 -4.589396089587380558e-13 8.892818098339243656e-11 2.152159200695616030e-10 -6.461683916456982831e-11 -2.310410255739053357e-11
1.430456599919589661e-10 -2.177242931940521146e-10 1.622357288006010589e-12 1.033158558611053315e-11 6.135575603206718599e-12 -1.765535243538584494e-10 -1.635136100649211048e-10 -1.070384889829384754e-11 3.438549847009767247e-10 -6.461683916457230985e-11 3.010297247326134812e-08 9.677809632873248416e-11
2.746109618127594048e-11 1.219227230332196047e-10 -5.104670964645497339e-12 -1.752887391022812305e-12 -6.435319347279862717e-12 -8.133228194925079971e-12 -3.727905330451246316e-11 -3.830667069346714279e-12 4.482473470725819224e-10 -2.310410255746309928e-11 9.677809632851350102e-11 1.912630378009627379e-08
