-30 5.79771443
-29 5.98761364
-28 6.17375546
-27 6.39596998
-26 6.62001795
-25 6.87017419
-24 7.12345294
-20 8.50365039
-19 8.93956851
-18 9.40890638
-17 9.91189066
-15 11.04277638
